"","release_year","rank_in_year","imdb_rating","mpaa_rating","film_title","film_budget","length_in_min","domestic_distributor","worldwide_gross","domestic_gross","genre_1","genre_2","genre_3","film_profit"
"352",1984,2,7.3,"R","Beverly Hills Cop",1.4e+07,105,"Paramount Pictures",316360478,234760478,"Action","Comedy","Crime",302360478
"353",1984,3,7.8,"PG","Ghostbusters",3e+07,105,"Columbia Pictures",282242989,229242989,"Action","Comedy","Fantasy",252242989
"354",1984,4,7.3,"PG","Gremlins",1.1e+07,106,"Warner Bros.",148168459,148168459,"Comedy","Fantasy","Horror",137168459
"355",1984,5,7.2,"PG","The Karate Kid",8e+06,126,"Columbia Pictures",90815558,90815558,"Action","Drama","Family",82815558
"356",1984,6,6.9,"PG","Romancing the Stone",1e+07,106,"Twentieth Century Fox",86572238,76572238,"Action","Adventure","Comedy",76572238
"357",1984,7,6.7,"R","Police Academy",4500000,96,"Warner Bros.",81198894,81198894,"Comedy","NULL","NULL",76698894
"358",1984,8,6.6,"PG","Footloose",8200000,107,"Paramount Pictures",80035402,80035402,"Drama","Music","Romance",71835402
"359",1984,9,8,"R","The Terminator",6400000,107,"Orion Pictures",78371200,38371200,"Action","Sci-Fi","NULL",71971200
"360",1984,10,6.7,"PG","Star Trek III: The Search for Spock",1.7e+07,105,"Paramount Pictures",76471046,76471046,"Action","Adventure","Sci-Fi",59471046
"361",1983,1,7,"PG","Star Wars: Episode VI - Return of the Jedi",32500000,131,"Twentieth Century Fox",374593074,252583617,"Action","Adventure","Fantasy",342093074
"362",1983,2,7.4,"PG","Terms of Endearment",8e+06,132,"Paramount Pictures",108423489,108423489,"Comedy","Drama","NULL",100423489
"363",1983,3,6.2,"R","Flashdance",4e+06,95,"Paramount Pictures",92921203,92921203,"Drama","Music","Romance",88921203
"364",1983,4,7.5,"R","Trading Places",1.5e+07,116,"Paramount Pictures",90404800,90404800,"Comedy","NULL","NULL",75404800
"365",1983,5,3.7,"PG","Jaws 3-D",20500000,99,"Universal Pictures",87987055,45517055,"Adventure","Horror","Thriller",67487055
"366",1983,6,7.1,"PG","WarGames",1.2e+07,114,"Metro-Goldwyn-Mayer",79567667,79567667,"Sci-Fi","Thriller","NULL",67567667
"367",1983,7,6.6,"PG","Octopussy",27500000,131,"Metro-Goldwyn-Mayer",67893619,67893619,"Action","Adventure","Thriller",40393619
"368",1983,8,6.6,"R","Sudden Impact",2.2e+07,117,"Warner Bros.",67642693,67642693,"Action","Crime","Thriller",45642693
"369",1983,9,8.3,"R","Scarface",2.5e+07,170,"Universal Pictures",65144798,44668798,"Crime","Drama","NULL",40144798
"370",1983,10,4.6,"PG","Staying Alive",2.2e+07,93,"Paramount Pictures",64892670,64892670,"Drama","Music","Romance",42892670
"371",1982,1,7.8,"PG","E.T. the Extra-Terrestrial",10500000,115,"Universal Pictures",663400925,359197037,"Family","Sci-Fi","NULL",652900925
"372",1982,2,7.4,"PG","Tootsie",2.1e+07,116,"Columbia Pictures",177200000,177200000,"Comedy","Drama","Romance",156200000
"373",1982,3,7,"R","An Officer and a Gentleman",7500000,124,"Paramount Pictures",129795554,129795554,"Drama","Romance","NULL",122295554
"374",1982,4,7.7,"R","First Blood",1.5e+07,93,"Orion Pictures",125212904,47212904,"Action","Adventure","NULL",110212904
"375",1982,5,6.8,"PG","Rocky III",1.7e+07,99,"United Artists",124146897,124146897,"Drama","Sport","NULL",107146897
"376",1982,6,7.3,"PG","Poltergeist",10700000,114,"Metro-Goldwyn-Mayer",123606280,76606280,"Horror","Thriller","NULL",112906280
"377",1982,7,6.2,"R","Porky's",2500000,94,"Twentieth Century Fox",105492483,105492483,"Comedy","NULL","NULL",102992483
"378",1982,8,7.7,"PG","Star Trek II: The Wrath of Khan",11200000,113,"Paramount Pictures",78912963,78912963,"Action","Adventure","Sci-Fi",67712963
"379",1982,9,6.9,"R","48 Hrs.",1.2e+07,96,"Paramount Pictures",78868508,78868508,"Action","Comedy","Crime",66868508
"380",1982,10,5.9,"R","The Best Little Whorehouse in Texas",3.5e+07,114,"Universal Pictures",69701637,69701637,"Comedy","Musical","NULL",34701637
"381",1981,1,8.4,"PG","Raiders of the Lost Ark",1.8e+07,115,"Paramount Pictures",353988025,212222025,"Action","Adventure","NULL",335988025
"382",1981,2,7.6,"PG","On Golden Pond",7500000,109,"Universal Pictures",119285432,119285432,"Drama","NULL","NULL",111785432
"383",1981,3,6.8,"PG","Superman II",5.4e+07,127,"Warner Bros.",108185706,108185706,"Action","Adventure","Sci-Fi",54185706
"384",1981,4,6.9,"PG","Arthur",7e+06,97,"Warner Bros.",95461682,95461682,"Comedy","Romance","NULL",88461682
"385",1981,5,6.9,"R","Stripes",1e+07,106,"Columbia Pictures",85297000,85297000,"Comedy","War","NULL",75297000
"386",1981,6,6.3,"PG","The Cannonball Run",1.8e+07,95,"Twentieth Century Fox",72179579,72179579,"Action","Comedy","Sport",54179579
"387",1981,7,7.2,"PG","Chariots of Fire",5500000,125,"Columbia Pictures",58972904,58972904,"Biography","Drama","Sport",53472904
"388",1981,8,6.8,"PG","For Your Eyes Only",2.8e+07,127,"Metro-Goldwyn-Mayer",54812802,54812802,"Action","Adventure","Thriller",26812802
"389",1981,9,6.9,"PG","The Four Seasons",6500000,107,"Universal Pictures",50427646,50427646,"Comedy","Drama","NULL",43927646
"390",1981,10,7,"PG","Time Bandits",5e+06,116,"Embassy Pictures",42365581,42365581,"Adventure","Comedy","Fantasy",37365581
"391",1980,1,8.7,"PG","Star Wars: Episode V - The Empire Strikes Back",1.8e+07,124,"Twentieth Century Fox",400083259,209398025,"Action","Adventure","Fantasy",382083259
"392",1980,2,7.9,"R","The Blues Brothers",2.7e+07,133,"Universal Pictures",115229890,57229890,"Adventure","Comedy","Crime",88229890
"393",1980,3,6.8,"PG","9 to 5",1e+07,109,"Twentieth Century Fox",103290500,103290500,"Comedy","NULL","NULL",93290500
"394",1980,4,6.8,"R","Stir Crazy",1e+07,111,"Columbia Pictures",101300000,101300000,"Comedy","Crime","NULL",91300000
"395",1980,5,7.7,"PG","Airplane!",3500000,88,"Paramount Pictures",83453539,83453539,"Comedy","NULL","NULL",79953539
"396",1980,6,6.2,"PG","Any Which Way You Can",1.5e+07,116,"Warner Bros.",70687344,70687344,"Action","Comedy","NULL",55687344
"397",1980,7,6.2,"R","Private Benjamin",1e+07,109,"Warner Bros.",69847348,69847348,"Comedy","War","NULL",59847348
"398",1980,8,7.5,"PG","Coal Miner's Daughter",1.5e+07,124,"Universal Pictures",67182787,67182787,"Biography","Drama","Music",52182787
"399",1980,9,5.3,"PG","Smokey and the Bandit II",1.7e+07,100,"Universal Pictures",66132626,66132626,"Action","Comedy","NULL",49132626
"400",1980,10,5.8,"R","The Blue Lagoon",4500000,104,"Columbia Pictures",58853106,58853106,"Adventure","Drama","Romance",54353106
"401",1979,1,6.3,"PG","Moonraker",3.4e+07,126,"Metro-Goldwyn-Mayer",210308099,70308099,"Action","Adventure","Sci-Fi",176308099
"402",1979,2,7.8,"PG","Kramer vs. Kramer",8e+06,105,"Columbia Pictures",106260000,106260000,"Drama","NULL","NULL",98260000
"403",1979,3,8.4,"R","Alien",1.1e+07,117,"Twentieth Century Fox",101718022,78944891,"Horror","Sci-Fi","NULL",90718022
"404",1979,4,5.8,"PG","1941",3.5e+07,118,"Universal Pictures",92455742,31755742,"Action","Comedy","War",57455742
"405",1979,5,6.2,"R","The Amityville Horror",4700000,117,"American International Pictures",86432000,86432000,"Horror","NULL","NULL",81732000
"406",1979,6,7.3,"PG","Rocky II",7e+06,119,"United Artists",85182160,85182160,"Drama","Sport","NULL",78182160
"407",1979,7,6.4,"G","Star Trek: The Motion Picture",3.5e+07,132,"Paramount Pictures",82258456,82258456,"Adventure","Mystery","Sci-Fi",47258456
"408",1979,8,8.4,"R","Apocalypse Now",31500000,147,"Metro-Goldwyn-Mayer",78784010,78784010,"Drama","Mystery","War",47284010
"409",1979,9,6.1,"R","10",7e+06,122,"Warner Bros.",74865517,74865517,"Comedy","Romance","NULL",67865517
"410",1979,10,7.2,"R","The Jerk",4e+06,94,"Universal Pictures",73691419,73691419,"Comedy","NULL","NULL",69691419
"411",1978,1,7.2,"PG-13","Grease",6e+06,110,"Paramount Pictures",366178870,159978870,"Musical","Romance","NULL",360178870
"412",1978,2,7.3,"PG","Superman",5.5e+07,143,"Warner Bros.",300218018,134218018,"Action","Adventure","Drama",245218018
"413",1978,3,5.8,"PG","Jaws 2",2e+07,116,"Universal Pictures",183855272,77737272,"Adventure","Drama","Horror",163855272
"414",1978,4,7.5,"R","National Lampoon's Animal House",3e+06,109,"Universal Pictures",120091123,120091123,"Comedy","NULL","NULL",117091123
"415",1978,5,6.4,"PG","Every Which Way But Loose",5e+06,114,"Warner Bros.",85196485,85196485,"Action","Comedy","NULL",80196485
"416",1978,6,6.9,"PG","Heaven Can Wait",1.5e+07,101,"Paramount Pictures",81640278,81640278,"Comedy","Fantasy","Romance",66640278
"417",1978,7,6.3,"PG","Hooper",6e+06,99,"Warner Bros.",7.8e+07,7.8e+07,"Action","Comedy","NULL",7.2e+07
"418",1978,8,6.7,"PG","Revenge of the Pink Panther",1.2e+07,99,"United Artists",49579269,49579269,"Comedy","Crime","Mystery",37579269
"419",1978,9,8.1,"R","The Deer Hunter",1.5e+07,183,"Universal Pictures",48991826,48979328,"Drama","War","NULL",33991826
"420",1978,10,7.8,"R","Halloween",325000,91,"Compass International Pictures",4.7e+07,4.7e+07,"Horror","Thriller","NULL",46675000
"421",1977,1,8.6,"PG","Star Wars: Episode IV - A New Hope",1.1e+07,121,"Twentieth Century Fox",503015849,307263857,"Action","Adventure","Fantasy",492015849
"422",1977,2,7.6,"PG","Close Encounters of the Third Kind",2e+07,138,"Columbia Pictures",288095460,116395460,"Drama","Sci-Fi","NULL",268095460
"423",1977,3,6.8,"R","Saturday Night Fever",3e+06,118,"Paramount Pictures",237113184,94213184,"Drama","Music","NULL",234113184
"424",1977,4,7,"PG","Smokey and the Bandit",4300000,96,"Universal Pictures",126737428,126737428,"Action","Comedy","NULL",122437428
"425",1977,5,7.4,"PG","A Bridge Too Far",2.7e+07,175,"United Artists",50750000,50750000,"Drama","History","War",23750000
"426",1977,6,6.2,"PG","The Deep",9e+06,123,"Columbia Pictures",47346365,47346365,"Adventure","Mystery","Thriller",38346365
"427",1977,7,7.1,"PG","The Spy Who Loved Me",1.4e+07,125,"United Artists",46838673,46838673,"Action","Adventure","Thriller",32838673
"428",1977,8,6.6,"PG","Oh, God!",2100000,98,"Warner Bros.",41687243,41687243,"Comedy","Fantasy","NULL",39587243
"429",1977,9,8,"PG","Annie Hall",4e+06,93,"United Artists",38251425,38251425,"Comedy","Romance","NULL",34251425
"430",1977,10,5.9,"R","Semi-Tough",5700000,108,"United Artists",37187139,37187139,"Comedy","Romance","Sport",31487139
